Tyshawn Taylor	PG	NO	23	3	11.7	3.9	1.3	4.0	34.1	0.1	0.1	25.0	1.0	1.3	80.0
Chauncey Billups	PG	DET	19	7	16.3	3.8	1.3	4.2	30.4	0.7	0.7	29.2	0.5	0.6	83.3
Nando De Colo	PG	TOR	47	3	10.5	3.8	1.4	3.3	41.8	0.4	0.4	34.0	0.7	0.7	88.6
Udonis Haslem	PF	MIA	46	18	14.2	3.8	1.6	3.2	50.7	0.0	0.0	0.0	0.5	1.0	56.8
Antawn Jamison	PF	ATL	22	0	11.3	3.8	1.3	4.2	31.5	0.4	0.4	19.5	0.8	1.1	72.0
John Lucas	PG	UTA	42	6	14.1	3.8	1.5	4.5	32.6	0.6	0.6	29.8	0.2	0.4	62.5
Mike Muscala	C	ATL	20	0	10.8	3.8	1.6	3.6	42.5	0.0	0.0	0.0	0.7	0.7	100.0
Pablo Prigioni	PG	NY	66	27	19.4	3.8	1.3	2.9	46.1	1.0	1.0	46.4	0.2	0.2	91.7
Miroslav Raduljica	C	MIL	48	2	9.7	3.8	1.4	2.6	54.0	0.0	0.0	0.0	0.9	1.1	81.8
Chris Copeland	SF	IND	41	0	6.5	3.7	1.3	2.9	47.0	0.8	0.8	41.8	0.2	0.3	71.4
Archie Goodwin	SG	PHO	52	0	10.2	3.7	1.5	3.2	45.5	0.1	0.1	13.9	0.7	1.1	67.3
Dennis Schroder	PG	ATL	49	0	13.1	3.7	1.5	3.8	38.3	0.2	0.2	23.8	0.6	0.9	67.4
Ish Smith	PG	PHO	70	1	14.4	3.7	1.7	4.0	42.3	0.0	0.0	4.3	0.3	0.6	56.4
Reggie Williams	SF	OKC	3	0	5.7	3.7	1.7	3.0	55.6	0.3	0.3	33.3	0.0	0.0	0.0
Doron Lamb	SG	ORL	53	0	13.1	3.6	1.2	3.0	39.4	0.7	0.7	40.0	0.5	0.7	80.6
Jeremy Tyler	PF	NY	41	0	9.7	3.6	1.5	2.8	51.7	0.0	0.0	0.0	0.6	1.2	54.2
Jan Vesely	PF	DEN	54	1	14.4	3.6	1.6	3.2	51.4	0.0	0.0	0.0	0.4	1.0	33.9
Diante Garrett	PG	UTA	71	0	14.8	3.5	1.4	3.7	38.1	0.5	0.5	37.5	0.1	0.2	83.3
Perry Jones	SF	OKC	62	7	12.3	3.5	1.3	2.9	45.9	0.4	0.4	36.1	0.5	0.7	66.7
Ian Mahinmi	C	IND	77	1	16.2	3.5	1.2	2.5	48.1	0.0	0.0	0.0	1.2	1.9	62.1
Luc Richard Mbah a Moute	SF	MIN	64	7	15.7	3.5	1.4	3.0	45.1	0.1	0.1	23.5	0.7	1.0	68.7
Greg Smith	PF	CHI	11	0	9.1	3.5	1.6	2.5	64.3	0.0	0.0	0.0	0.2	0.5	40.0
James Southerland	SF	NO	4	0	7.5	3.5	1.2	3.8	33.3	0.8	0.8	50.0	0.2	0.5	50.0
Robbie Hummel	SF	MIN	53	5	12.4	3.4	1.3	3.3	37.9	0.6	0.6	36.0	0.3	0.3	93.8
James Nunnally	SF	PHI	13	0	12.7	3.4	1.2	3.5	32.6	0.6	0.6	32.0	0.5	0.7	66.7
Kendrick Perkins	C	OKC	62	62	19.5	3.4	1.4	3.1	45.1	0.0	0.0	0.0	0.6	1.1	55.2
Ekpe Udoh	PF	MIL	42	14	19.1	3.4	1.4	3.4	39.9	0.0	0.0	0.0	0.7	1.1	63.8
Steven Adams	C	OKC	81	20	14.8	3.3	1.1	2.3	50.3	0.0	0.0	0.0	1.0	1.7	58.1
Jeff Ayres	PF	SA	73	10	13.0	3.3	1.4	2.4	58.0	0.0	0.0	0.0	0.5	0.8	69.1
Joel Freeland	C	POR	52	0	14.0	3.3	1.5	3.1	47.5	0.0	0.0	0.0	0.4	0.6	69.0
Steve Novak	SF	TOR	54	1	10.0	3.3	1.1	2.7	41.1	1.0	1.0	42.6	0.1	0.1	100.0
Jeff Withey	C	NO	58	4	11.8	3.3	1.2	2.2	53.5	0.0	0.0	0.0	0.9	1.3	71.2
Matt Bonner	PF	SA	61	0	11.3	3.2	1.2	2.7	44.5	0.7	0.7	42.9	0.1	0.2	75.0
Wayne Ellington	SG	DAL	45	1	8.7	3.2	1.2	2.8	43.7	0.6	0.6	42.4	0.2	0.2	90.9
Justin Hamilton	C	MIA	8	0	9.0	3.2	1.1	2.5	45.0	0.4	0.4	33.3	0.6	0.6	100.0
Jason Maxiell	PF	ORL	34	13	14.4	3.2	1.4	3.1	44.8	0.0	0.0	0.0	0.4	0.9	48.4
Dwight Buycks	PG	TOR	14	0	10.4	3.1	1.1	3.4	31.2	0.4	0.4	29.4	0.6	0.6	88.9
DeWayne Dedmon	C	ORL	31	6	12.6	3.1	1.2	2.7	45.8	0.0	0.0	0.0	0.7	1.0	65.6
John Jenkins	SG	ATL	13	0	12.2	3.1	1.2	3.2	38.1	0.3	0.3	22.2	0.3	0.3	100.0
Aron Baynes	PF	SA	53	4	9.3	3.0	1.3	3.1	43.6	0.0	0.0	0.0	0.4	0.4	90.5
Ian Clark	SG	UTA	23	0	7.5	3.0	1.1	2.9	38.8	0.5	0.5	35.5	0.2	0.3	71.4
Austin Daye	SF	SA	22	1	6.7	3.0	1.1	3.1	35.3	0.5	0.5	32.4	0.3	0.5	60.0
Melvin Ely	C	NO	2	0	13.5	3.0	1.5	3.0	50.0	0.0	0.0	0.0	0.0	0.0	0.0
Roger Mason Jr.	SG	SAC	25	2	10.4	3.0	1.0	2.7	37.3	0.7	0.7	35.4	0.3	0.3	100.0
Arnett Moultrie	PF	PHI	12	2	15.6	3.0	1.3	3.2	42.1	0.0	0.0	0.0	0.3	0.4	80.0
Daniel Orton	C	PHI	22	4	11.4	3.0	1.0	2.1	44.7	0.0	0.0	0.0	1.0	1.4	76.7
Chris Singleton	SF	WAS	25	0	10.0	3.0	1.0	2.7	37.3	0.3	0.3	36.8	0.7	1.0	72.0
Hedo Turkoglu	SF	LAC	38	0	10.3	3.0	1.1	2.9	38.5	0.6	0.6	44.0	0.2	0.5	50.0
Bismack Biyombo	C	CHA	77	9	13.9	2.9	1.1	1.9	61.1	0.0	0.0	0.0	0.6	1.2	51.7
Josh Harrellson	PF	DET	32	0	9.9	2.9	1.2	2.6	46.3	0.4	0.4	38.7	0.2	0.2	71.4
Greg Oden	C	MIA	23	6	9.2	2.9	1.2	2.1	55.1	0.0	0.0	0.0	0.6	1.0	56.5
Glen Jr. Rice	SG	WAS	11	1	9.9	2.9	1.0	3.4	29.7	0.5	0.5	29.4	0.5	0.6	71.4
Greg Stiemsma	C	NO	55	20	18.3	2.9	1.3	2.2	57.4	0.0	0.0	0.0	0.3	0.6	59.4
Brandon Davies	PF	PHI	51	0	11.3	2.8	1.1	2.5	42.2	0.0	0.0	20.0	0.7	1.0	64.2
Shane Larkin	PG	DAL	48	0	10.2	2.8	1.1	2.9	38.0	0.2	0.2	31.6	0.3	0.5	64.0
Phil Pressey	PG	BOS	75	11	15.1	2.8	1.0	3.4	30.8	0.4	0.4	26.4	0.4	0.6	64.4
Quincy Acy	SF	SAC	63	0	13.5	2.7	1.0	2.2	46.8	0.1	0.1	26.7	0.6	0.8	66.0
Reggie Bullock	SG	LAC	43	0	9.2	2.7	1.0	2.8	35.5	0.5	0.5	30.1	0.2	0.2	77.8
Rasual Butler	SG	IND	50	2	7.6	2.7	1.0	2.2	46.4	0.5	0.5	41.9	0.2	0.3	57.1
Carrick Felix	SG	CLE	7	0	5.4	2.7	1.0	2.0	50.0	0.3	0.3	40.0	0.4	0.6	75.0
Toure' Murry	SG	NY	51	0	7.3	2.7	1.1	2.5	43.4	0.1	0.1	41.7	0.5	0.8	59.0
Marquis Teague	PG	BKN	40	3	11.0	2.7	1.0	3.0	31.9	0.1	0.1	27.8	0.6	0.9	74.3
Eric Maynor	PG	PHI	31	0	10.5	2.6	1.0	3.3	31.7	0.4	0.4	32.4	0.2	0.4	54.5
Lorenzo Brown	PG	PHI	26	0	8.6	2.5	1.0	3.3	30.2	0.1	0.1	10.0	0.3	0.5	69.2
Sasha Vujacic	SG	LAC	2	0	5.0	2.5	1.0	2.5	40.0	0.5	0.5	50.0	0.0	0.0	0.0
Luigi Datome	SF	DET	34	0	7.0	2.4	1.0	2.9	35.1	0.2	0.2	17.9	0.2	0.3	80.0
Meyers Leonard	C	POR	40	0	8.9	2.4	1.0	2.3	45.1	0.0	0.0	0.0	0.4	0.5	76.2
Gal Mekel	PG	DAL	31	1	9.4	2.4	1.0	2.8	34.9	0.2	0.2	25.0	0.3	0.4	66.7
Ronnie Price	PG	ORL	31	2	12.2	2.4	0.9	3.0	30.4	0.3	0.3	20.9	0.3	0.4	69.2
Dionte Christmas	SG	PHO	31	0	6.4	2.3	0.7	2.0	35.5	0.3	0.3	29.0	0.6	0.8	75.0
Robert Covington	SF	HOU	7	0	4.9	2.3	0.9	2.0	42.9	0.6	0.6	36.4	0.0	0.0	0.0
Landry Fields	SF	TOR	30	2	10.7	2.3	0.9	2.2	40.3	0.0	0.0	0.0	0.5	0.7	63.6
Rudy Gobert	C	UTA	45	0	9.6	2.3	0.8	1.6	48.6	0.0	0.0	0.0	0.7	1.4	49.2
Ryan Hollins	C	LAC	61	0	7.9	2.3	0.9	1.2	73.6	0.0	0.0	0.0	0.6	0.9	62.5
Donald Sloan	PG	IND	48	1	8.2	2.3	0.9	2.4	37.6	0.2	0.2	23.8	0.2	0.4	60.0
D.J. Stephens	SG	MIL	3	0	5.0	2.3	1.0	2.3	42.9	0.0	0.0	0.0	0.3	0.3	100.0
Adonis Thomas	SG	PHI	6	1	6.3	2.3	1.0	2.3	42.9	0.2	0.2	20.0	0.2	0.2	100.0
Shannon Brown	PG	NY	29	1	8.7	2.2	0.8	2.3	36.4	0.0	0.0	0.0	0.5	0.7	71.4
Victor Claver	PF	POR	21	0	8.8	2.2	0.8	2.0	40.5	0.1	0.1	16.7	0.5	0.5	90.9
Allen Crabbe	SG	POR	15	0	6.7	2.2	0.8	2.2	36.4	0.4	0.4	42.9	0.2	0.3	75.0
Chuck Hayes	PF	TOR	61	1	12.3	2.2	0.9	2.1	43.1	0.0	0.0	0.0	0.3	0.4	80.0
Orlando Johnson	SG	SAC	45	0	8.7	2.2	0.8	2.5	31.9	0.2	0.2	19.1	0.4	0.6	73.1
Peyton Siva	PG	DET	24	0	9.3	2.2	0.8	2.4	31.6	0.3	0.3	28.0	0.5	0.6	73.3
Otto Porter	SF	WAS	37	0	8.6	2.1	0.9	2.5	36.3	0.1	0.1	19.0	0.2	0.3	66.7
Brandon Rush	SG	UTA	38	0	11.0	2.1	0.8	2.4	33.3	0.4	0.4	34.0	0.1	0.1	60.0
Cole Aldrich	C	NY	46	2	7.2	2.0	0.7	1.3	54.1	0.0	0.0	0.0	0.6	0.7	86.7
Lou Amundson	PF	CHI	19	0	9.7	2.0	0.8	1.7	50.0	0.0	0.0	0.0	0.3	1.3	25.0
Keith Bogans	SG	BOS	6	0	9.2	2.0	0.5	1.0	50.0	0.5	0.5	50.0	0.5	0.5	100.0
Jared Cunningham	SG	SAC	13	0	6.2	2.0	0.5	1.6	28.6	0.1	0.1	14.3	1.0	1.2	81.2
Alex Len	C	PHO	42	3	8.6	2.0	0.8	1.9	42.3	0.0	0.0	0.0	0.5	0.7	64.5
DeAndre Liggins	SG	MIA	1	0	1.0	2.0	1.0	1.0	100.0	0.0	0.0	0.0	0.0	0.0	0.0
Tony Mitchell	F	MIL	3	0	3.3	2.0	1.0	1.7	60.0	0.0	0.0	0.0	0.0	0.0	0.0
Jamaal Franklin	SG	MEM	21	0	7.7	1.9	0.8	1.9	41.0	0.2	0.2	45.5	0.1	0.1	100.0
Andre Roberson	SG	OKC	40	16	10.0	1.9	0.8	1.7	48.5	0.0	0.0	15.4	0.2	0.2	70.0
Malcolm Thomas	PF	UTA	8	0	7.9	1.9	0.9	2.0	43.8	0.1	0.1	25.0	0.0	0.2	0.0
Aaron Gray	C	SAC	37	6	9.6	1.8	0.7	1.6	44.3	0.0	0.0	0.0	0.3	0.5	55.0
Garrett Temple	SG	WAS	75	0	8.5	1.8	0.7	1.9	36.2	0.1	0.1	20.7	0.4	0.6	69.8
Hilton Armstrong	C	GS	15	1	6.5	1.7	0.6	1.3	47.4	0.0	0.0	0.0	0.5	1.1	43.8
Vander Blue	SG	BOS	3	0	5.0	1.7	0.7	1.3	50.0	0.0	0.0	0.0	0.3	1.7	20.0
Solomon Hill	SF	IND	28	0	8.1	1.7	0.6	1.4	42.5	0.2	0.2	30.4	0.2	0.2	85.7
Stephen Jackson	SF	LAC	9	0	11.9	1.7	0.7	2.9	23.1	0.1	0.1	7.1	0.2	0.4	50.0
Sergey Karasev	SG	CLE	22	1	7.1	1.7	0.5	1.6	34.3	0.2	0.2	21.1	0.4	0.5	90.0
Ricky Ledo	SG	DAL	11	0	3.0	1.7	0.5	1.5	35.3	0.3	0.3	37.5	0.4	0.4	100.0
Chris Babb	SG	BOS	14	0	9.4	1.6	0.6	2.1	26.7	0.4	0.4	22.2	0.0	0.0	0.0
Nazr Mohammed	C	CHI	80	1	7.0	1.6	0.7	1.6	42.9	0.0	0.0	0.0	0.2	0.4	53.3
A.J. Price	PG	MIN	28	0	3.5	1.6	0.7	1.6	41.3	0.2	0.2	27.3	0.0	0.1	0.0
Seth Curry	SG	CLE	2	0	6.5	1.5	0.5	1.5	33.3	0.5	0.5	100.0	0.0	0.0	0.0
Othyus Jeffers	SG	MIN	6	1	7.8	1.5	0.5	1.0	50.0	0.0	0.0	0.0	0.5	0.7	75.0
Shavlik Randolph	PF	PHO	14	0	6.8	1.4	0.5	1.0	50.0	0.0	0.0	0.0	0.4	0.8	54.5
Solomon Jones	PF	ORL	11	0	7.7	1.3	0.5	1.5	35.3	0.0	0.0	0.0	0.2	0.4	50.0
Ryan Gomes	SF	BOS	5	0	6.8	1.2	0.6	1.6	37.5	0.0	0.0	0.0	0.0	0.0	0.0
Damion James	SF	SA	5	1	10.0	1.2	0.4	1.8	22.2	0.0	0.0	0.0	0.4	0.4	100.0
Hasheem Thabeet	C	OKC	23	0	8.3	1.2	0.6	1.0	56.5	0.0	0.0	0.0	0.0	0.2	20.0
Lance Thomas	SF	NO	5	0	8.4	1.2	0.4	1.8	22.2	0.0	0.0	0.0	0.4	0.8	50.0
Jason Collins	C	BKN	22	1	7.8	1.1	0.5	1.1	45.8	0.0	0.0	0.0	0.1	0.2	75.0
Nemanja Nedovic	PG	GS	24	0	5.9	1.1	0.3	1.6	20.5	0.1	0.1	16.7	0.3	0.3	87.5
Tornike Shengelia	SF	CHI	26	0	6.0	1.1	0.5	1.1	46.4	0.0	0.0	0.0	0.1	0.3	37.5
Jamaal Tinsley	PG	UTA	8	5	13.8	1.1	0.5	2.5	20.0	0.1	0.1	6.7	0.0	0.0	0.0
Shane Edwards	SF	CLE	2	0	6.0	1.0	0.5	1.5	33.3	0.0	0.0	0.0	0.0	0.0	0.0
Mike James	PG	CHI	11	0	7.0	1.0	0.5	1.9	23.8	0.1	0.1	20.0	0.0	0.2	0.0
Viacheslav Kravtsov	C	PHO	20	0	3.0	1.0	0.4	0.8	53.3	0.0	0.0	0.0	0.2	0.4	50.0
Tony Mitchell	PF	DET	21	0	3.8	1.0	0.2	0.6	41.7	0.0	0.0	100.0	0.5	0.9	57.9
Maalik Wayns	PG	LAC	2	0	4.5	1.0	0.5	1.0	50.0	0.0	0.0	0.0	0.0	0.0	0.0
Bernard James	C	DAL	30	0	4.9	0.9	0.4	0.8	47.8	0.0	0.0	0.0	0.2	0.4	54.5
Julyan Stone	SG	TOR	21	0	5.7	0.9	0.3	0.8	41.2	0.1	0.1	25.0	0.1	0.1	66.7
Joel Anthony	C	BOS	33	0	5.6	0.8	0.4	1.0	37.5	0.0	0.0	0.0	0.1	0.2	50.0
Ognjen Kuzmic	C	GS	21	0	4.4	0.7	0.2	0.6	38.5	0.0	0.0	0.0	0.2	0.5	45.5
Arinze Onuaku	PF	CLE	5	0	6.0	0.6	0.2	1.0	20.0	0.0	0.0	0.0	0.2	0.4	50.0
Andris Biedrins	C	UTA	6	0	7.5	0.5	0.2	0.2	100.0	0.0	0.0	0.0	0.2	1.0	16.7
Scotty Hopson	SG	CLE	2	0	3.5	0.5	0.0	2.0	0.0	0.0	0.0	0.0	0.5	1.0	50.0
Earl Watson	PG	POR	24	0	6.7	0.5	0.1	0.5	27.3	0.1	0.1	28.6	0.2	0.2	100.0
Hamady Ndiaye	C	SAC	14	0	5.3	0.4	0.2	0.6	33.3	0.0	0.0	0.0	0.0	0.1	0.0
Ronnie Brewer	SG	CHI	24	3	6.7	0.3	0.1	0.6	20.0	0.0	0.0	12.5	0.0	0.1	0.0
Mustafa Shakur	PG	OKC	3	0	3.7	0.3	0.0	1.0	0.0	0.0	0.0	0.0	0.3	0.7	50.0
Erik Murphy	PF	UTA	24	0	2.6	0.2	0.1	0.5	23.1	0.0	0.0	0.0	0.0	0.0	0.0
Josh Childress	SF	NO	4	0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Elias Harris	SF	LAL	2	0	5.5	0.0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Royal Ivey	PG	OKC	2	0	2.5	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Darius Johnson_Odom	SG	PHI	3	0	5.0	0.0	0.0	2.3	0.0	0.0	0.0	0.0	0.0	0.7	0.0
Dexter Pittman	C	HOU	2	0	1.5	0.0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	1.0	0.0
Chris Smith	PG	NY	2	0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Royce White	PF	SAC	3	0	3.0	0.0	0.0	0.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0
D.J. White	PF	CHA	2	0	5.0	0.0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0
